origem_ponto,origem_lat,origem_long,destino_ponto,destino_lat,destino_long
"Hospital das Clínicas, São Paulo, SP, Brasil",-23.557827,-46.6727323,"Praça da Sé, São Paulo, SP, Brasil",-23.5503898,-46.6330809
"Hospital das Clínicas, São Paulo, SP, Brasil",-23.557827,-46.6727323,"Conjunto Nacional, São Paulo, SP, Brasil",-23.55904075,-46.66023550128296
"Hospital das Clínicas, São Paulo, SP, Brasil",-23.557827,-46.6727323,"UPA - Vila Santa Catarina, São Paulo, SP, Brasil",-23.6567612,-46.6561865
"Hospital das Clínicas, São Paulo, SP, Brasil",-23.557827,-46.6727323,"Teatro J. Safra, São Paulo, SP, Brasil",-23.5163523,-46.6792215
"Hospital das Clínicas, São Paulo, SP, Brasil",-23.557827,-46.6727323,"Parque Ecológico do Tietê, São Paulo, SP, Brasil",-23.50206745,-46.53855120749404
"Hospital das Clínicas, São Paulo, SP, Brasil",-23.557827,-46.6727323,"Shopping Aricanduva, São Paulo, SP, Brasil",-23.565902,-46.50307491040508
"Hospital das Clínicas, São Paulo, SP, Brasil",-23.557827,-46.6727323,"Sesc Itaquera, São Paulo, SP, Brasil",-23.58095,-46.468638095570725
"Hospital das Clínicas, São Paulo, SP, Brasil",-23.557827,-46.6727323,"Parque do Carmo, São Paulo, SP, Brasil",-23.5787082,-46.458056
"Hospital das Clínicas, São Paulo, SP, Brasil",-23.557827,-46.6727323,"Shopping Metrô Itaquera, São Paulo, SP, Brasil",-23.54076145,-46.47049279786765
"Hospital das Clínicas, São Paulo, SP, Brasil",-23.557827,-46.6727323,"Estádio do Corinthians (NeoQuimica Arena), São Paulo, SP, Brasil",-23.5453084,-46.4791001
"Hospital das Clínicas, São Paulo, SP, Brasil",-23.557827,-46.6727323,"Centro de Exposições Imigrantes, São Paulo, SP, Brasil",-23.64396315,-46.629504947154565
"Hospital das Clínicas, São Paulo, SP, Brasil",-23.557827,-46.6727323,"Pico do Jaraguá, São Paulo, SP, Brasil",-23.458333,-46.765278
"Hospital das Clínicas, São Paulo, SP, Brasil",-23.557827,-46.6727323,"Avenida Paulista, São Paulo, SP, Brasil",-23.5558612,-46.6625362
"Hospital das Clínicas, São Paulo, SP, Brasil",-23.557827,-46.6727323,"Edifício Copan, São Paulo, SP, Brasil",-23.54659435,-46.64453306171171
"Hospital das Clínicas, São Paulo, SP, Brasil",-23.557827,-46.6727323,"Continental Shopping, São Paulo, SP, Brasil",-23.547523,-46.7621955
"Hospital das Clínicas, São Paulo, SP, Brasil",-23.557827,-46.6727323,"Rua Vinte e Cinco de Março, São Paulo, SP, Brasil",-23.5392837,-46.6320647
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Teatro Santander, São Paulo, SP, Brasil",-23.5928491,-46.6943788
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Liberdade, São Paulo, SP, Brasil",-23.5653114,-46.6426594
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Hospital São Luiz, São Paulo, SP, Brasil",-23.5921253,-46.6802154
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Shopping Jardins, São Paulo, SP, Brasil",-23.56470355,-46.66918029340085
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Avenida Brigadeiro Faria Lima, São Paulo, SP, Brasil",-23.567437,-46.6931773
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Parque do Ibirapuera, São Paulo, SP, Brasil",-23.58771265,-46.65852139371083
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Shopping Interlagos, São Paulo, SP, Brasil",-23.6717075,-46.6778286
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Hospital das Clínicas, São Paulo, SP, Brasil",-23.557827,-46.6727323
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Shopping Metrô Tatuapé, São Paulo, SP, Brasil",-23.541689,-46.57704635126976
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Senac Nações Unidas, São Paulo, SP, Brasil",-23.6698233,-46.7017363
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Hospital São Camilo, São Paulo, SP, Brasil",-23.5339296,-46.6931917
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Shopping Vila Maria, São Paulo, SP, Brasil",-23.5919413,-46.7600413
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Igreja Nossa Senhora do Brasil, São Paulo, SP, Brasil",-23.56946695,-46.67277716373626
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Parque da Água Branca, São Paulo, SP, Brasil",-23.5303306,-46.66953612685586
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Shopping Penha, São Paulo, SP, Brasil",-23.5251778,-46.54675185766971
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Museu do Futebol, São Paulo, SP, Brasil",-23.5474227,-46.6654699
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Instituto Butantan, São Paulo, SP, Brasil",-23.56699385,-46.72040888262042
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Parque Villa-Lobos, São Paulo, SP, Brasil",-23.5439238,-46.725835
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Centro Cultural São Paulo, São Paulo, SP, Brasil",-23.5700325,-46.64023039547913
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Universidade de São Paulo (USP, Portão 1), São Paulo, SP, Brasil",-23.56663,-46.7091
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Teatro Municipal de São Paulo, São Paulo, SP, Brasil",-23.54528045,-46.6386378327257
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Edifício Itália, São Paulo, SP, Brasil",-23.54552955,-46.64357659411765
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Biblioteca Mário de Andrade, São Paulo, SP, Brasil",-23.54738975,-46.64210482783021
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Sambódromo do Anhembi, São Paulo, SP, Brasil",-23.5201591,-46.646941
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Estação da Luz, São Paulo, SP, Brasil",-23.53512225,-46.63539301511077
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Museu de Arte de São Paulo (MASP), São Paulo, SP, Brasil",-23.561409,-46.6607528
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Centro Cultural Banco do Brasil, São Paulo, SP, Brasil",-23.5475552,-46.6346871
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Parque da Independência, São Paulo, SP, Brasil",-23.58068085,-46.6093112
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Praça da Sé, São Paulo, SP, Brasil",-23.5503898,-46.6330809
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Conjunto Nacional, São Paulo, SP, Brasil",-23.55904075,-46.66023550128296
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"UPA - Vila Santa Catarina, São Paulo, SP, Brasil",-23.6567612,-46.6561865
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Teatro J. Safra, São Paulo, SP, Brasil",-23.5163523,-46.6792215
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Parque Ecológico do Tietê, São Paulo, SP, Brasil",-23.50206745,-46.53855120749404
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Shopping Aricanduva, São Paulo, SP, Brasil",-23.565902,-46.50307491040508
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Sesc Itaquera, São Paulo, SP, Brasil",-23.58095,-46.468638095570725
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Parque do Carmo, São Paulo, SP, Brasil",-23.5787082,-46.458056
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Shopping Metrô Itaquera, São Paulo, SP, Brasil",-23.54076145,-46.47049279786765
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Estádio do Corinthians (NeoQuimica Arena), São Paulo, SP, Brasil",-23.5453084,-46.4791001
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Centro de Exposições Imigrantes, São Paulo, SP, Brasil",-23.64396315,-46.629504947154565
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Pico do Jaraguá, São Paulo, SP, Brasil",-23.458333,-46.765278
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Avenida Paulista, São Paulo, SP, Brasil",-23.5558612,-46.6625362
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Edifício Copan, São Paulo, SP, Brasil",-23.54659435,-46.64453306171171
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Continental Shopping, São Paulo, SP, Brasil",-23.547523,-46.7621955
"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877,"Rua Vinte e Cinco de Março, São Paulo, SP, Brasil",-23.5392837,-46.6320647
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Teatro Santander, São Paulo, SP, Brasil",-23.5928491,-46.6943788
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Liberdade, São Paulo, SP, Brasil",-23.5653114,-46.6426594
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Hospital São Luiz, São Paulo, SP, Brasil",-23.5921253,-46.6802154
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Shopping Jardins, São Paulo, SP, Brasil",-23.56470355,-46.66918029340085
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Avenida Brigadeiro Faria Lima, São Paulo, SP, Brasil",-23.567437,-46.6931773
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Parque do Ibirapuera, São Paulo, SP, Brasil",-23.58771265,-46.65852139371083
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Shopping Interlagos, São Paulo, SP, Brasil",-23.6717075,-46.6778286
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Hospital das Clínicas, São Paulo, SP, Brasil",-23.557827,-46.6727323
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Shopping Metrô Tatuapé, São Paulo, SP, Brasil",-23.541689,-46.57704635126976
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Senac Nações Unidas, São Paulo, SP, Brasil",-23.6698233,-46.7017363
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Hospital São Camilo, São Paulo, SP, Brasil",-23.5339296,-46.6931917
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Shopping Vila Maria, São Paulo, SP, Brasil",-23.5919413,-46.7600413
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Igreja Nossa Senhora do Brasil, São Paulo, SP, Brasil",-23.56946695,-46.67277716373626
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Parque da Água Branca, São Paulo, SP, Brasil",-23.5303306,-46.66953612685586
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Shopping Penha, São Paulo, SP, Brasil",-23.5251778,-46.54675185766971
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Museu do Futebol, São Paulo, SP, Brasil",-23.5474227,-46.6654699
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Instituto Butantan, São Paulo, SP, Brasil",-23.56699385,-46.72040888262042
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Parque Villa-Lobos, São Paulo, SP, Brasil",-23.5439238,-46.725835
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Centro Cultural São Paulo, São Paulo, SP, Brasil",-23.5700325,-46.64023039547913
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Universidade de São Paulo (USP, Portão 1), São Paulo, SP, Brasil",-23.56663,-46.7091
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Teatro Municipal de São Paulo, São Paulo, SP, Brasil",-23.54528045,-46.6386378327257
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Edifício Itália, São Paulo, SP, Brasil",-23.54552955,-46.64357659411765
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Biblioteca Mário de Andrade, São Paulo, SP, Brasil",-23.54738975,-46.64210482783021
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Sambódromo do Anhembi, São Paulo, SP, Brasil",-23.5201591,-46.646941
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Estação da Luz, São Paulo, SP, Brasil",-23.53512225,-46.63539301511077
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Museu de Arte de São Paulo (MASP), São Paulo, SP, Brasil",-23.561409,-46.6607528
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Centro Cultural Banco do Brasil, São Paulo, SP, Brasil",-23.5475552,-46.6346871
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Parque da Independência, São Paulo, SP, Brasil",-23.58068085,-46.6093112
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Praça da Sé, São Paulo, SP, Brasil",-23.5503898,-46.6330809
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Conjunto Nacional, São Paulo, SP, Brasil",-23.55904075,-46.66023550128296
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"UPA - Vila Santa Catarina, São Paulo, SP, Brasil",-23.6567612,-46.6561865
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Teatro J. Safra, São Paulo, SP, Brasil",-23.5163523,-46.6792215
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Parque Ecológico do Tietê, São Paulo, SP, Brasil",-23.50206745,-46.53855120749404
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Shopping Aricanduva, São Paulo, SP, Brasil",-23.565902,-46.50307491040508
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Sesc Itaquera, São Paulo, SP, Brasil",-23.58095,-46.468638095570725
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Parque do Carmo, São Paulo, SP, Brasil",-23.5787082,-46.458056
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Shopping Metrô Itaquera, São Paulo, SP, Brasil",-23.54076145,-46.47049279786765
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Estádio do Corinthians (NeoQuimica Arena), São Paulo, SP, Brasil",-23.5453084,-46.4791001
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Centro de Exposições Imigrantes, São Paulo, SP, Brasil",-23.64396315,-46.629504947154565
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Pico do Jaraguá, São Paulo, SP, Brasil",-23.458333,-46.765278
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Avenida Paulista, São Paulo, SP, Brasil",-23.5558612,-46.6625362
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Edifício Copan, São Paulo, SP, Brasil",-23.54659435,-46.64453306171171
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Continental Shopping, São Paulo, SP, Brasil",-23.547523,-46.7621955
"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021,"Rua Vinte e Cinco de Março, São Paulo, SP, Brasil",-23.5392837,-46.6320647
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Teatro Santander, São Paulo, SP, Brasil",-23.5928491,-46.6943788
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Liberdade, São Paulo, SP, Brasil",-23.5653114,-46.6426594
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Hospital São Luiz, São Paulo, SP, Brasil",-23.5921253,-46.6802154
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Shopping Jardins, São Paulo, SP, Brasil",-23.56470355,-46.66918029340085
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Avenida Brigadeiro Faria Lima, São Paulo, SP, Brasil",-23.567437,-46.6931773
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Parque do Ibirapuera, São Paulo, SP, Brasil",-23.58771265,-46.65852139371083
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Shopping Interlagos, São Paulo, SP, Brasil",-23.6717075,-46.6778286
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Hospital das Clínicas, São Paulo, SP, Brasil",-23.557827,-46.6727323
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Shopping Metrô Tatuapé, São Paulo, SP, Brasil",-23.541689,-46.57704635126976
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Senac Nações Unidas, São Paulo, SP, Brasil",-23.6698233,-46.7017363
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Hospital São Camilo, São Paulo, SP, Brasil",-23.5339296,-46.6931917
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Shopping Vila Maria, São Paulo, SP, Brasil",-23.5919413,-46.7600413
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Igreja Nossa Senhora do Brasil, São Paulo, SP, Brasil",-23.56946695,-46.67277716373626
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Parque da Água Branca, São Paulo, SP, Brasil",-23.5303306,-46.66953612685586
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Shopping Penha, São Paulo, SP, Brasil",-23.5251778,-46.54675185766971
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Museu do Futebol, São Paulo, SP, Brasil",-23.5474227,-46.6654699
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Instituto Butantan, São Paulo, SP, Brasil",-23.56699385,-46.72040888262042
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Parque Villa-Lobos, São Paulo, SP, Brasil",-23.5439238,-46.725835
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Centro Cultural São Paulo, São Paulo, SP, Brasil",-23.5700325,-46.64023039547913
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Universidade de São Paulo (USP, Portão 1), São Paulo, SP, Brasil",-23.56663,-46.7091
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Teatro Municipal de São Paulo, São Paulo, SP, Brasil",-23.54528045,-46.6386378327257
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Edifício Itália, São Paulo, SP, Brasil",-23.54552955,-46.64357659411765
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Biblioteca Mário de Andrade, São Paulo, SP, Brasil",-23.54738975,-46.64210482783021
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Sambódromo do Anhembi, São Paulo, SP, Brasil",-23.5201591,-46.646941
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Estação da Luz, São Paulo, SP, Brasil",-23.53512225,-46.63539301511077
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Museu de Arte de São Paulo (MASP), São Paulo, SP, Brasil",-23.561409,-46.6607528
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Centro Cultural Banco do Brasil, São Paulo, SP, Brasil",-23.5475552,-46.6346871
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Parque da Independência, São Paulo, SP, Brasil",-23.58068085,-46.6093112
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Praça da Sé, São Paulo, SP, Brasil",-23.5503898,-46.6330809
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Conjunto Nacional, São Paulo, SP, Brasil",-23.55904075,-46.66023550128296
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"UPA - Vila Santa Catarina, São Paulo, SP, Brasil",-23.6567612,-46.6561865
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Teatro J. Safra, São Paulo, SP, Brasil",-23.5163523,-46.6792215
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Parque Ecológico do Tietê, São Paulo, SP, Brasil",-23.50206745,-46.53855120749404
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Shopping Aricanduva, São Paulo, SP, Brasil",-23.565902,-46.50307491040508
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Sesc Itaquera, São Paulo, SP, Brasil",-23.58095,-46.468638095570725
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Parque do Carmo, São Paulo, SP, Brasil",-23.5787082,-46.458056
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Shopping Metrô Itaquera, São Paulo, SP, Brasil",-23.54076145,-46.47049279786765
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Estádio do Corinthians (NeoQuimica Arena), São Paulo, SP, Brasil",-23.5453084,-46.4791001
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Centro de Exposições Imigrantes, São Paulo, SP, Brasil",-23.64396315,-46.629504947154565
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Pico do Jaraguá, São Paulo, SP, Brasil",-23.458333,-46.765278
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Avenida Paulista, São Paulo, SP, Brasil",-23.5558612,-46.6625362
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Edifício Copan, São Paulo, SP, Brasil",-23.54659435,-46.64453306171171
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Continental Shopping, São Paulo, SP, Brasil",-23.547523,-46.7621955
"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088,"Rua Vinte e Cinco de Março, São Paulo, SP, Brasil",-23.5392837,-46.6320647
"Shopping Metrô Tatuapé, São Paulo, SP, Brasil",-23.541689,-46.57704635126976,"Teatro Santander, São Paulo, SP, Brasil",-23.5928491,-46.6943788
"Shopping Metrô Tatuapé, São Paulo, SP, Brasil",-23.541689,-46.57704635126976,"Liberdade, São Paulo, SP, Brasil",-23.5653114,-46.6426594
"Shopping Metrô Tatuapé, São Paulo, SP, Brasil",-23.541689,-46.57704635126976,"Hospital São Luiz, São Paulo, SP, Brasil",-23.5921253,-46.6802154
"Shopping Metrô Tatuapé, São Paulo, SP, Brasil",-23.541689,-46.57704635126976,"Shopping Jardins, São Paulo, SP, Brasil",-23.56470355,-46.66918029340085
