origem_ponto,origem_lat,origem_long,destino_ponto,destino_lat,destino_long
"Universidade de São Paulo (USP, Portão 1), São Paulo, SP, Brasil",-23.56663,-46.7091,"Museu de Arte de São Paulo (MASP), São Paulo, SP, Brasil",-23.561409,-46.6607528
"Universidade de São Paulo (USP, Portão 1), São Paulo, SP, Brasil",-23.56663,-46.7091,"Centro Cultural Banco do Brasil, São Paulo, SP, Brasil",-23.5475552,-46.6346871
"Universidade de São Paulo (USP, Portão 1), São Paulo, SP, Brasil",-23.56663,-46.7091,"Parque da Independência, São Paulo, SP, Brasil",-23.58068085,-46.6093112
"Universidade de São Paulo (USP, Portão 1), São Paulo, SP, Brasil",-23.56663,-46.7091,"Praça da Sé, São Paulo, SP, Brasil",-23.5503898,-46.6330809
"Universidade de São Paulo (USP, Portão 1), São Paulo, SP, Brasil",-23.56663,-46.7091,"Conjunto Nacional, São Paulo, SP, Brasil",-23.55904075,-46.66023550128296
"Universidade de São Paulo (USP, Portão 1), São Paulo, SP, Brasil",-23.56663,-46.7091,"UPA - Vila Santa Catarina, São Paulo, SP, Brasil",-23.6567612,-46.6561865
"Universidade de São Paulo (USP, Portão 1), São Paulo, SP, Brasil",-23.56663,-46.7091,"Teatro J. Safra, São Paulo, SP, Brasil",-23.5163523,-46.6792215
"Universidade de São Paulo (USP, Portão 1), São Paulo, SP, Brasil",-23.56663,-46.7091,"Parque Ecológico do Tietê, São Paulo, SP, Brasil",-23.50206745,-46.53855120749404
"Universidade de São Paulo (USP, Portão 1), São Paulo, SP, Brasil",-23.56663,-46.7091,"Shopping Aricanduva, São Paulo, SP, Brasil",-23.565902,-46.50307491040508
"Universidade de São Paulo (USP, Portão 1), São Paulo, SP, Brasil",-23.56663,-46.7091,"Sesc Itaquera, São Paulo, SP, Brasil",-23.58095,-46.468638095570725
"Universidade de São Paulo (USP, Portão 1), São Paulo, SP, Brasil",-23.56663,-46.7091,"Parque do Carmo, São Paulo, SP, Brasil",-23.5787082,-46.458056
"Universidade de São Paulo (USP, Portão 1), São Paulo, SP, Brasil",-23.56663,-46.7091,"Shopping Metrô Itaquera, São Paulo, SP, Brasil",-23.54076145,-46.47049279786765
"Universidade de São Paulo (USP, Portão 1), São Paulo, SP, Brasil",-23.56663,-46.7091,"Estádio do Corinthians (NeoQuimica Arena), São Paulo, SP, Brasil",-23.5453084,-46.4791001
"Universidade de São Paulo (USP, Portão 1), São Paulo, SP, Brasil",-23.56663,-46.7091,"Centro de Exposições Imigrantes, São Paulo, SP, Brasil",-23.64396315,-46.629504947154565
"Universidade de São Paulo (USP, Portão 1), São Paulo, SP, Brasil",-23.56663,-46.7091,"Pico do Jaraguá, São Paulo, SP, Brasil",-23.458333,-46.765278
"Universidade de São Paulo (USP, Portão 1), São Paulo, SP, Brasil",-23.56663,-46.7091,"Avenida Paulista, São Paulo, SP, Brasil",-23.5558612,-46.6625362
"Universidade de São Paulo (USP, Portão 1), São Paulo, SP, Brasil",-23.56663,-46.7091,"Edifício Copan, São Paulo, SP, Brasil",-23.54659435,-46.64453306171171
"Universidade de São Paulo (USP, Portão 1), São Paulo, SP, Brasil",-23.56663,-46.7091,"Continental Shopping, São Paulo, SP, Brasil",-23.547523,-46.7621955
"Universidade de São Paulo (USP, Portão 1), São Paulo, SP, Brasil",-23.56663,-46.7091,"Rua Vinte e Cinco de Março, São Paulo, SP, Brasil",-23.5392837,-46.6320647
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Teatro Santander, São Paulo, SP, Brasil",-23.5928491,-46.6943788
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Liberdade, São Paulo, SP, Brasil",-23.5653114,-46.6426594
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Hospital São Luiz, São Paulo, SP, Brasil",-23.5921253,-46.6802154
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Shopping Jardins, São Paulo, SP, Brasil",-23.56470355,-46.66918029340085
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Avenida Brigadeiro Faria Lima, São Paulo, SP, Brasil",-23.567437,-46.6931773
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Parque do Ibirapuera, São Paulo, SP, Brasil",-23.58771265,-46.65852139371083
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Shopping Interlagos, São Paulo, SP, Brasil",-23.6717075,-46.6778286
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Hospital das Clínicas, São Paulo, SP, Brasil",-23.557827,-46.6727323
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Shopping Metrô Tatuapé, São Paulo, SP, Brasil",-23.541689,-46.57704635126976
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Senac Nações Unidas, São Paulo, SP, Brasil",-23.6698233,-46.7017363
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Hospital São Camilo, São Paulo, SP, Brasil",-23.5339296,-46.6931917
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Shopping Vila Maria, São Paulo, SP, Brasil",-23.5919413,-46.7600413
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Igreja Nossa Senhora do Brasil, São Paulo, SP, Brasil",-23.56946695,-46.67277716373626
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Parque da Água Branca, São Paulo, SP, Brasil",-23.5303306,-46.66953612685586
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Shopping Penha, São Paulo, SP, Brasil",-23.5251778,-46.54675185766971
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Museu do Futebol, São Paulo, SP, Brasil",-23.5474227,-46.6654699
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Instituto Butantan, São Paulo, SP, Brasil",-23.56699385,-46.72040888262042
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Parque Villa-Lobos, São Paulo, SP, Brasil",-23.5439238,-46.725835
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Centro Cultural São Paulo, São Paulo, SP, Brasil",-23.5700325,-46.64023039547913
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Universidade de São Paulo (USP, Portão 1), São Paulo, SP, Brasil",-23.56663,-46.7091
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Teatro Municipal de São Paulo, São Paulo, SP, Brasil",-23.54528045,-46.6386378327257
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Edifício Itália, São Paulo, SP, Brasil",-23.54552955,-46.64357659411765
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Biblioteca Mário de Andrade, São Paulo, SP, Brasil",-23.54738975,-46.64210482783021
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Sambódromo do Anhembi, São Paulo, SP, Brasil",-23.5201591,-46.646941
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Estação da Luz, São Paulo, SP, Brasil",-23.53512225,-46.63539301511077
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Museu de Arte de São Paulo (MASP), São Paulo, SP, Brasil",-23.561409,-46.6607528
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Centro Cultural Banco do Brasil, São Paulo, SP, Brasil",-23.5475552,-46.6346871
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Parque da Independência, São Paulo, SP, Brasil",-23.58068085,-46.6093112
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Praça da Sé, São Paulo, SP, Brasil",-23.5503898,-46.6330809
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Conjunto Nacional, São Paulo, SP, Brasil",-23.55904075,-46.66023550128296
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"UPA - Vila Santa Catarina, São Paulo, SP, Brasil",-23.6567612,-46.6561865
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Teatro J. Safra, São Paulo, SP, Brasil",-23.5163523,-46.6792215
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Parque Ecológico do Tietê, São Paulo, SP, Brasil",-23.50206745,-46.53855120749404
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Shopping Aricanduva, São Paulo, SP, Brasil",-23.565902,-46.50307491040508
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Sesc Itaquera, São Paulo, SP, Brasil",-23.58095,-46.468638095570725
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Parque do Carmo, São Paulo, SP, Brasil",-23.5787082,-46.458056
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Shopping Metrô Itaquera, São Paulo, SP, Brasil",-23.54076145,-46.47049279786765
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Estádio do Corinthians (NeoQuimica Arena), São Paulo, SP, Brasil",-23.5453084,-46.4791001
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Centro de Exposições Imigrantes, São Paulo, SP, Brasil",-23.64396315,-46.629504947154565
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Pico do Jaraguá, São Paulo, SP, Brasil",-23.458333,-46.765278
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Avenida Paulista, São Paulo, SP, Brasil",-23.5558612,-46.6625362
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Edifício Copan, São Paulo, SP, Brasil",-23.54659435,-46.64453306171171
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Continental Shopping, São Paulo, SP, Brasil",-23.547523,-46.7621955
"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131,"Rua Vinte e Cinco de Março, São Paulo, SP, Brasil",-23.5392837,-46.6320647
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Teatro Santander, São Paulo, SP, Brasil",-23.5928491,-46.6943788
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Liberdade, São Paulo, SP, Brasil",-23.5653114,-46.6426594
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Hospital São Luiz, São Paulo, SP, Brasil",-23.5921253,-46.6802154
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Shopping Jardins, São Paulo, SP, Brasil",-23.56470355,-46.66918029340085
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Avenida Brigadeiro Faria Lima, São Paulo, SP, Brasil",-23.567437,-46.6931773
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Parque do Ibirapuera, São Paulo, SP, Brasil",-23.58771265,-46.65852139371083
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Shopping Interlagos, São Paulo, SP, Brasil",-23.6717075,-46.6778286
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Hospital das Clínicas, São Paulo, SP, Brasil",-23.557827,-46.6727323
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Shopping Metrô Tatuapé, São Paulo, SP, Brasil",-23.541689,-46.57704635126976
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Senac Nações Unidas, São Paulo, SP, Brasil",-23.6698233,-46.7017363
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Hospital São Camilo, São Paulo, SP, Brasil",-23.5339296,-46.6931917
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Shopping Vila Maria, São Paulo, SP, Brasil",-23.5919413,-46.7600413
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Igreja Nossa Senhora do Brasil, São Paulo, SP, Brasil",-23.56946695,-46.67277716373626
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Parque da Água Branca, São Paulo, SP, Brasil",-23.5303306,-46.66953612685586
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Shopping Penha, São Paulo, SP, Brasil",-23.5251778,-46.54675185766971
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Museu do Futebol, São Paulo, SP, Brasil",-23.5474227,-46.6654699
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Instituto Butantan, São Paulo, SP, Brasil",-23.56699385,-46.72040888262042
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Parque Villa-Lobos, São Paulo, SP, Brasil",-23.5439238,-46.725835
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Centro Cultural São Paulo, São Paulo, SP, Brasil",-23.5700325,-46.64023039547913
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Universidade de São Paulo (USP, Portão 1), São Paulo, SP, Brasil",-23.56663,-46.7091
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Teatro Municipal de São Paulo, São Paulo, SP, Brasil",-23.54528045,-46.6386378327257
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Edifício Itália, São Paulo, SP, Brasil",-23.54552955,-46.64357659411765
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Biblioteca Mário de Andrade, São Paulo, SP, Brasil",-23.54738975,-46.64210482783021
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Sambódromo do Anhembi, São Paulo, SP, Brasil",-23.5201591,-46.646941
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Estação da Luz, São Paulo, SP, Brasil",-23.53512225,-46.63539301511077
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Museu de Arte de São Paulo (MASP), São Paulo, SP, Brasil",-23.561409,-46.6607528
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Centro Cultural Banco do Brasil, São Paulo, SP, Brasil",-23.5475552,-46.6346871
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Parque da Independência, São Paulo, SP, Brasil",-23.58068085,-46.6093112
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Praça da Sé, São Paulo, SP, Brasil",-23.5503898,-46.6330809
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Conjunto Nacional, São Paulo, SP, Brasil",-23.55904075,-46.66023550128296
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"UPA - Vila Santa Catarina, São Paulo, SP, Brasil",-23.6567612,-46.6561865
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Teatro J. Safra, São Paulo, SP, Brasil",-23.5163523,-46.6792215
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Parque Ecológico do Tietê, São Paulo, SP, Brasil",-23.50206745,-46.53855120749404
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Shopping Aricanduva, São Paulo, SP, Brasil",-23.565902,-46.50307491040508
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Sesc Itaquera, São Paulo, SP, Brasil",-23.58095,-46.468638095570725
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Parque do Carmo, São Paulo, SP, Brasil",-23.5787082,-46.458056
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Shopping Metrô Itaquera, São Paulo, SP, Brasil",-23.54076145,-46.47049279786765
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Estádio do Corinthians (NeoQuimica Arena), São Paulo, SP, Brasil",-23.5453084,-46.4791001
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Centro de Exposições Imigrantes, São Paulo, SP, Brasil",-23.64396315,-46.629504947154565
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Pico do Jaraguá, São Paulo, SP, Brasil",-23.458333,-46.765278
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Avenida Paulista, São Paulo, SP, Brasil",-23.5558612,-46.6625362
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Edifício Copan, São Paulo, SP, Brasil",-23.54659435,-46.64453306171171
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Continental Shopping, São Paulo, SP, Brasil",-23.547523,-46.7621955
"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892,"Rua Vinte e Cinco de Março, São Paulo, SP, Brasil",-23.5392837,-46.6320647
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Teatro Santander, São Paulo, SP, Brasil",-23.5928491,-46.6943788
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Liberdade, São Paulo, SP, Brasil",-23.5653114,-46.6426594
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Hospital São Luiz, São Paulo, SP, Brasil",-23.5921253,-46.6802154
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Shopping Jardins, São Paulo, SP, Brasil",-23.56470355,-46.66918029340085
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Avenida Brigadeiro Faria Lima, São Paulo, SP, Brasil",-23.567437,-46.6931773
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Parque do Ibirapuera, São Paulo, SP, Brasil",-23.58771265,-46.65852139371083
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Shopping Interlagos, São Paulo, SP, Brasil",-23.6717075,-46.6778286
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Hospital das Clínicas, São Paulo, SP, Brasil",-23.557827,-46.6727323
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Shopping Center Norte, São Paulo, SP, Brasil",-23.5162851,-46.61803653103877
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Parque da Juventude, São Paulo, SP, Brasil",-23.50737775,-46.62177797548021
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Mercado Municipal de São Paulo, São Paulo, SP, Brasil",-23.54173325,-46.62952437380088
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Shopping Metrô Tatuapé, São Paulo, SP, Brasil",-23.541689,-46.57704635126976
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Senac Nações Unidas, São Paulo, SP, Brasil",-23.6698233,-46.7017363
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Hospital São Camilo, São Paulo, SP, Brasil",-23.5339296,-46.6931917
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Shopping Vila Maria, São Paulo, SP, Brasil",-23.5919413,-46.7600413
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Igreja Nossa Senhora do Brasil, São Paulo, SP, Brasil",-23.56946695,-46.67277716373626
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Parque da Água Branca, São Paulo, SP, Brasil",-23.5303306,-46.66953612685586
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Shopping Penha, São Paulo, SP, Brasil",-23.5251778,-46.54675185766971
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Museu do Futebol, São Paulo, SP, Brasil",-23.5474227,-46.6654699
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Instituto Butantan, São Paulo, SP, Brasil",-23.56699385,-46.72040888262042
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Parque Villa-Lobos, São Paulo, SP, Brasil",-23.5439238,-46.725835
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Centro Cultural São Paulo, São Paulo, SP, Brasil",-23.5700325,-46.64023039547913
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Universidade de São Paulo (USP, Portão 1), São Paulo, SP, Brasil",-23.56663,-46.7091
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Igreja de São Bento, São Paulo, SP, Brasil",-23.5439504,-46.6366131
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Praça Roosevelt, São Paulo, SP, Brasil",-23.54869465,-46.64678129316892
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Teatro Municipal de São Paulo, São Paulo, SP, Brasil",-23.54528045,-46.6386378327257
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Edifício Itália, São Paulo, SP, Brasil",-23.54552955,-46.64357659411765
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Biblioteca Mário de Andrade, São Paulo, SP, Brasil",-23.54738975,-46.64210482783021
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Sambódromo do Anhembi, São Paulo, SP, Brasil",-23.5201591,-46.646941
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Estação da Luz, São Paulo, SP, Brasil",-23.53512225,-46.63539301511077
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Museu de Arte de São Paulo (MASP), São Paulo, SP, Brasil",-23.561409,-46.6607528
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Centro Cultural Banco do Brasil, São Paulo, SP, Brasil",-23.5475552,-46.6346871
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Parque da Independência, São Paulo, SP, Brasil",-23.58068085,-46.6093112
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Praça da Sé, São Paulo, SP, Brasil",-23.5503898,-46.6330809
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Conjunto Nacional, São Paulo, SP, Brasil",-23.55904075,-46.66023550128296
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"UPA - Vila Santa Catarina, São Paulo, SP, Brasil",-23.6567612,-46.6561865
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Teatro J. Safra, São Paulo, SP, Brasil",-23.5163523,-46.6792215
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Parque Ecológico do Tietê, São Paulo, SP, Brasil",-23.50206745,-46.53855120749404
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Shopping Aricanduva, São Paulo, SP, Brasil",-23.565902,-46.50307491040508
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Sesc Itaquera, São Paulo, SP, Brasil",-23.58095,-46.468638095570725
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Parque do Carmo, São Paulo, SP, Brasil",-23.5787082,-46.458056
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Shopping Metrô Itaquera, São Paulo, SP, Brasil",-23.54076145,-46.47049279786765
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Estádio do Corinthians (NeoQuimica Arena), São Paulo, SP, Brasil",-23.5453084,-46.4791001
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Centro de Exposições Imigrantes, São Paulo, SP, Brasil",-23.64396315,-46.629504947154565
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Pico do Jaraguá, São Paulo, SP, Brasil",-23.458333,-46.765278
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Avenida Paulista, São Paulo, SP, Brasil",-23.5558612,-46.6625362
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Edifício Copan, São Paulo, SP, Brasil",-23.54659435,-46.64453306171171
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Continental Shopping, São Paulo, SP, Brasil",-23.547523,-46.7621955
"Rua Augusta, São Paulo, SP, Brasil",-23.559829,-46.6619973,"Rua Vinte e Cinco de Março, São Paulo, SP, Brasil",-23.5392837,-46.6320647
"Teatro Municipal de São Paulo, São Paulo, SP, Brasil",-23.54528045,-46.6386378327257,"Teatro Santander, São Paulo, SP, Brasil",-23.5928491,-46.6943788
"Teatro Municipal de São Paulo, São Paulo, SP, Brasil",-23.54528045,-46.6386378327257,"Liberdade, São Paulo, SP, Brasil",-23.5653114,-46.6426594
"Teatro Municipal de São Paulo, São Paulo, SP, Brasil",-23.54528045,-46.6386378327257,"Hospital São Luiz, São Paulo, SP, Brasil",-23.5921253,-46.6802154
"Teatro Municipal de São Paulo, São Paulo, SP, Brasil",-23.54528045,-46.6386378327257,"Shopping Jardins, São Paulo, SP, Brasil",-23.56470355,-46.66918029340085
"Teatro Municipal de São Paulo, São Paulo, SP, Brasil",-23.54528045,-46.6386378327257,"Avenida Brigadeiro Faria Lima, São Paulo, SP, Brasil",-23.567437,-46.6931773
"Teatro Municipal de São Paulo, São Paulo, SP, Brasil",-23.54528045,-46.6386378327257,"Parque do Ibirapuera, São Paulo, SP, Brasil",-23.58771265,-46.65852139371083
